Country,Year,Agriculture,Energy (supply),Industry,LULUCF,Other,Waste management,Total Emissions
Spain,2017,703746.0,253429010.0,19351111.0,-53296914.0,0.0,0.0,220186953.0
Spain,2018,609130.0,248062285.0,19849179.0,-53747913.0,0.0,0.0,214772681.0
Spain,2019,559555.0,231694713.0,18419378.0,-52396183.0,0.0,0.0,198277463.0
Spain,2020,637817.0,194353566.0,16773362.0,-51474204.0,0.0,0.0,160290541.0
Spain,2021,393626.0,210490137.0,17921952.0,-52198764.0,0.0,0.0,176606951.0
Spain,2022,409864.0,217634524.0,16179075.0,-51442947.0,0.0,0.0,182780516.0
Spain,2023,425873.0,199722018.0,15312861.0,-51477897.0,0.0,0.0,163982855.0
Sweden,1990,177752.0,51467997.0,5726905.0,-61076592.0,,43855.0,-3660083.0
Sweden,1991,140476.0,52008048.0,5463231.0,-60061955.0,,52203.0,-2397997.0
Sweden,1992,112862.0,52184766.0,5153853.0,-59143437.0,,58327.0,-1633629.0
Sweden,1993,134441.0,52065368.0,5268930.0,-55304788.0,,48015.0,2211966.0
Sweden,1994,161204.0,54077727.0,5709387.0,-56852515.0,,49080.0,3144883.0
Sweden,1995,172887.0,53264071.0,6007564.0,-56972981.0,,42741.0,2514282.0
Sweden,1996,197328.0,57313058.0,5789520.0,-59104688.0,,49118.0,4244336.0
Sweden,1997,178366.0,52428148.0,5698184.0,-60466443.0,,50603.0,-2111142.0
Sweden,1998,133784.0,52813941.0,5770285.0,-61076906.0,,49164.0,-2309732.0
Sweden,1999,160287.0,50095630.0,5632503.0,-61390476.0,,48200.0,-5453856.0
Sweden,2000,159676.0,48628860.0,6059418.0,-62685094.0,,44439.0,-7792701.0
Sweden,2001,139963.0,49372261.0,6222612.0,-63599662.0,,47471.0,-7817355.0
Sweden,2002,133306.0,50062144.0,6377623.0,-63252416.0,,60725.0,-6618618.0
Sweden,2003,129930.0,51019988.0,5989760.0,-61543953.0,,81316.0,-4322959.0
Sweden,2004,123234.0,49767703.0,6442259.0,-58239452.0,,94330.0,-1811926.0
Sweden,2005,116501.0,47303500.0,6272625.0,-59898434.0,,94853.0,-6110955.0
Sweden,2006,89613.0,47199946.0,6272422.0,-64483467.0,,88864.0,-10832622.0
Sweden,2007,115582.0,46304350.0,6360364.0,-65353433.0,,98502.0,-12474635.0
Sweden,2008,104592.0,44418683.0,6139448.0,-63278336.0,,102718.0,-12512895.0
Sweden,2009,114540.0,42507549.0,4415740.0,-62662218.0,,105475.0,-15518914.0
Sweden,2010,123800.0,46517621.0,6286934.0,-63385755.0,,100229.0,-10357171.0
Sweden,2011,123865.0,42809547.0,6074929.0,-62456429.0,,105426.0,-13342662.0
Sweden,2012,142119.0,40482553.0,5855932.0,-60597800.0,,126310.0,-13990886.0
Sweden,2013,142564.0,38870150.0,5969414.0,-60489737.0,,123757.0,-15383852.0
Sweden,2014,123325.0,37351539.0,5787713.0,-59298998.0,,122169.0,-15914252.0
Sweden,2015,124483.0,37302530.0,5764328.0,-56820761.0,,118803.0,-13510617.0
Sweden,2016,128115.0,36747949.0,6309001.0,-53954126.0,,123311.0,-10645750.0
Sweden,2017,127538.0,36015191.0,6080403.0,-47903644.0,,132293.0,-5548219.0
Sweden,2018,128549.0,35752451.0,5847130.0,-41416649.0,,127871.0,439352.0
Sweden,2019,122846.0,33992595.0,6537220.0,-41365647.0,,119819.0,-593167.0
Sweden,2020,122571.0,31262449.0,5124287.0,-40962160.0,,112912.0,-4339941.0
Sweden,2021,122792.0,32477304.0,5841075.0,-38304853.0,,126812.0,263130.0
Sweden,2022,139209.0,30067162.0,4790238.0,-35280913.0,,111220.0,-173084.0
Sweden,2023,145702.0,29687313.0,5594546.0,-32894406.0,,115899.0,2649054.0
Switzerland,1990,48906.0,40924376.0,3122419.0,-2750173.0,12759.0,40233.0,41398520.0
Switzerland,1991,42305.0,43259463.0,2777920.0,-6894554.0,14140.0,36902.0,39236176.0
Switzerland,1992,42202.0,43296716.0,2630917.0,-4762525.0,14577.0,33652.0,41255539.0
Switzerland,1993,42063.0,41143249.0,2380223.0,-5391285.0,14012.0,30128.0,38218390.0
Switzerland,1994,42024.0,40038404.0,2547549.0,-1990231.0,14076.0,25931.0,40677753.0
Switzerland,1995,42022.0,40939429.0,2396348.0,-4238860.0,13578.0,22369.0,39174886.0
Switzerland,1996,41981.0,41799142.0,2228672.0,-7540588.0,16378.0,20653.0,36566238.0
Switzerland,1997,37779.0,40917512.0,2056274.0,-4273054.0,15066.0,19683.0,38773260.0
Switzerland,1998,36365.0,42504000.0,2049722.0,-3663914.0,13739.0,18651.0,40958563.0
Switzerland,1999,37303.0,42323051.0,2053397.0,-1443567.0,14937.0,17861.0,43002982.0
Switzerland,2000,39319.0,41361638.0,2187852.0,3868506.0,15041.0,16659.0,47489015.0
Switzerland,2001,40048.0,42801209.0,2212043.0,-207537.0,16477.0,15123.0,44877363.0
Switzerland,2002,40901.0,41252745.0,2144606.0,-2754817.0,15108.0,13717.0,40712260.0
Switzerland,2003,39284.0,42467829.0,2114206.0,-2104254.0,16206.0,13125.0,42546396.0
Switzerland,2004,43774.0,42900262.0,2259579.0,-4878730.0,14859.0,12662.0,40352406.0
Switzerland,2005,42160.0,43358024.0,2349798.0,-2452536.0,13991.0,12140.0,43323577.0
Switzerland,2006,41639.0,42995165.0,2302913.0,-622516.0,12696.0,12521.0,44742418.0
Switzerland,2007,45915.0,40979830.0,2309120.0,-1620621.0,12551.0,11996.0,41738791.0
Switzerland,2008,43647.0,42367019.0,2267507.0,-1919615.0,10724.0,11971.0,42781253.0
Switzerland,2009,41501.0,41273541.0,2188342.0,-2320259.0,11610.0,10854.0,41205589.0
Switzerland,2010,44439.0,42622417.0,2346123.0,-2266832.0,9725.0,10980.0,42766852.0
Switzerland,2011,43516.0,38607075.0,2301261.0,-3416412.0,10838.0,10541.0,37556819.0
Switzerland,2012,41631.0,40001317.0,2179278.0,-482120.0,9609.0,10354.0,41760069.0
Switzerland,2013,42322.0,40941998.0,2179582.0,-288036.0,8898.0,10126.0,42894890.0
Switzerland,2014,45815.0,36945072.0,2233527.0,-4052921.0,9735.0,10001.0,35191229.0
Switzerland,2015,44691.0,36627246.0,2065060.0,1118140.0,8968.0,10096.0,39874201.0
Switzerland,2016,47367.0,37030364.0,2128053.0,-3268692.0,8883.0,10112.0,35956087.0
Switzerland,2017,47980.0,36063349.0,2103028.0,-1880824.0,9838.0,9805.0,36353176.0
Switzerland,2018,46468.0,34790979.0,2088999.0,1063467.0,8992.0,9629.0,38008534.0
Switzerland,2019,45392.0,34684183.0,2075439.0,-3200455.0,7823.0,9405.0,33621787.0
Switzerland,2020,44854.0,32280417.0,2001134.0,-1278337.0,7604.0,9245.0,33064917.0
Switzerland,2021,46048.0,33757702.0,2081196.0,-446765.0,8422.0,9077.0,35455680.0
Switzerland,2022,44135.0,30861578.0,2027950.0,-1492515.0,8342.0,8557.0,31458047.0
Switzerland,2023,46166.0,30065613.0,1849219.0,1239700.0,8174.0,8313.0,33217185.0
